sort,expMetricId,MetricTab,MetricGroup,MetricName,VivaceName,ControlPopulation,ControlAverage,ControlStandardDeviation,TreatmentPopulation,TreatmentAverage,TreatmentStandardDeviation,AbsoluteObservedDelta,RelativeObservedDelta,AbsoluteMimimumDetectableAt80Power,RelativeMinimumDetectableAt80Power,ImpactOnTreatmentPopulation,ImpactType,pValue
2388,AcquisitionsPerUU_TitleswResidentEvil3Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Acq. Per User: Titles w/ Resident Evil 3 Demo - Experiment ID 3127,AcquisitionsPerUU_TitleswResidentEvil3Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2389,PropAcquisitionsPerUU_TitleswResidentEvil3Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,∝ Prop Users with Acq.: Titles w/ Resident Evil 3 Demo - Experiment ID 3127,PropAcquisitionsPerUU_TitleswResidentEvil3Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2390,PaidAcquisitionsPerUU_TitleswResidentEvil3Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Paid Acq. Per User: Titles w/ Resident Evil 3 Demo - Experiment ID 3127,PaidAcquisitionsPerUU_TitleswResidentEvil3Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2391,PropPaidAcquisitionsPerUU_TitleswResidentEvil3Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Paid Acq.: Titles w/ Resident Evil 3 Demo - Experiment ID 3127,PropPaidAcquisitionsPerUU_TitleswResidentEvil3Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2392,FreeAcquisitionsPerUU_TitleswResidentEvil3Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Free Acq. Per User: Titles w/ Resident Evil 3 Demo - Experiment ID 3127,FreeAcquisitionsPerUU_TitleswResidentEvil3Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2393,PropFreeAcquisitionsPerUU_TitleswResidentEvil3Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Free Acq.: Titles w/ Resident Evil 3 Demo - Experiment ID 3127,PropFreeAcquisitionsPerUU_TitleswResidentEvil3Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2394,TrialAcquisitionsPerUU_TitleswResidentEvil3Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Trial Acq. Per User: Titles w/ Resident Evil 3 Demo - Experiment ID 3127,TrialAcquisitionsPerUU_TitleswResidentEvil3Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2395,PropTrialAcquisitionsPerUU_TitleswResidentEvil3Demo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Trial Acq.: Titles w/ Resident Evil 3 Demo - Experiment ID 3127,PropTrialAcquisitionsPerUU_TitleswResidentEvil3Demo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2396,RevenuePerUU_TitleswSouthParkTheFracturedButWholeTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Revenue Per User: Titles w/ South Park The Fractured But Whole Trial - Experiment ID 3127,RevenuePerUU_TitleswSouthParkTheFracturedButWholeTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2397,AcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Acq. Per User: Titles w/ South Park The Fractured But Whole Trial - Experiment ID 3127,AcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2398,PropAcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,∝ Prop Users with Acq.: Titles w/ South Park The Fractured But Whole Trial - Experiment ID 3127,PropAcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2399,PaidAcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Paid Acq. Per User: Titles w/ South Park The Fractured But Whole Trial - Experiment ID 3127,PaidAcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2400,PropPaidAcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Paid Acq.: Titles w/ South Park The Fractured But Whole Trial - Experiment ID 3127,PropPaidAcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2401,FreeAcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Free Acq. Per User: Titles w/ South Park The Fractured But Whole Trial - Experiment ID 3127,FreeAcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2402,PropFreeAcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Free Acq.: Titles w/ South Park The Fractured But Whole Trial - Experiment ID 3127,PropFreeAcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2403,TrialAcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Trial Acq. Per User: Titles w/ South Park The Fractured But Whole Trial - Experiment ID 3127,TrialAcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2404,PropTrialAcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Trial Acq.: Titles w/ South Park The Fractured But Whole Trial - Experiment ID 3127,PropTrialAcquisitionsPerUU_TitleswSouthParkTheFracturedButWholeTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2405,RevenuePerUU_TitleswSwordArtOnlineFatalBulletTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Revenue Per User: Titles w/ Sword Art Online Fatal Bullet Trial - Experiment ID 3127,RevenuePerUU_TitleswSwordArtOnlineFatalBulletTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2406,AcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Acq. Per User: Titles w/ Sword Art Online Fatal Bullet Trial - Experiment ID 3127,AcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2407,PropAcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,∝ Prop Users with Acq.: Titles w/ Sword Art Online Fatal Bullet Trial - Experiment ID 3127,PropAcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2408,PaidAcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Paid Acq. Per User: Titles w/ Sword Art Online Fatal Bullet Trial - Experiment ID 3127,PaidAcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2409,PropPaidAcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Paid Acq.: Titles w/ Sword Art Online Fatal Bullet Trial - Experiment ID 3127,PropPaidAcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2410,FreeAcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Free Acq. Per User: Titles w/ Sword Art Online Fatal Bullet Trial - Experiment ID 3127,FreeAcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2411,PropFreeAcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Free Acq.: Titles w/ Sword Art Online Fatal Bullet Trial - Experiment ID 3127,PropFreeAcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2412,TrialAcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Trial Acq. Per User: Titles w/ Sword Art Online Fatal Bullet Trial - Experiment ID 3127,TrialAcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2413,PropTrialAcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Trial Acq.: Titles w/ Sword Art Online Fatal Bullet Trial - Experiment ID 3127,PropTrialAcquisitionsPerUU_TitleswSwordArtOnlineFatalBulletTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2414,RevenuePerUU_TitleswTheCrew2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Revenue Per User: Titles w/ The Crew 2 Trial - Experiment ID 3127,RevenuePerUU_TitleswTheCrew2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2415,AcquisitionsPerUU_TitleswTheCrew2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Acq. Per User: Titles w/ The Crew 2 Trial - Experiment ID 3127,AcquisitionsPerUU_TitleswTheCrew2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2416,PropAcquisitionsPerUU_TitleswTheCrew2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,∝ Prop Users with Acq.: Titles w/ The Crew 2 Trial - Experiment ID 3127,PropAcquisitionsPerUU_TitleswTheCrew2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2417,PaidAcquisitionsPerUU_TitleswTheCrew2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Paid Acq. Per User: Titles w/ The Crew 2 Trial - Experiment ID 3127,PaidAcquisitionsPerUU_TitleswTheCrew2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2418,PropPaidAcquisitionsPerUU_TitleswTheCrew2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Paid Acq.: Titles w/ The Crew 2 Trial - Experiment ID 3127,PropPaidAcquisitionsPerUU_TitleswTheCrew2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2419,FreeAcquisitionsPerUU_TitleswTheCrew2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Free Acq. Per User: Titles w/ The Crew 2 Trial - Experiment ID 3127,FreeAcquisitionsPerUU_TitleswTheCrew2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2420,PropFreeAcquisitionsPerUU_TitleswTheCrew2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Free Acq.: Titles w/ The Crew 2 Trial - Experiment ID 3127,PropFreeAcquisitionsPerUU_TitleswTheCrew2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2421,TrialAcquisitionsPerUU_TitleswTheCrew2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Trial Acq. Per User: Titles w/ The Crew 2 Trial - Experiment ID 3127,TrialAcquisitionsPerUU_TitleswTheCrew2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2422,PropTrialAcquisitionsPerUU_TitleswTheCrew2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Trial Acq.: Titles w/ The Crew 2 Trial - Experiment ID 3127,PropTrialAcquisitionsPerUU_TitleswTheCrew2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2423,RevenuePerUU_TitleswWatchDogs2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Revenue Per User: Titles w/ Watch Dogs 2 Trial - Experiment ID 3127,RevenuePerUU_TitleswWatchDogs2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2424,AcquisitionsPerUU_TitleswWatchDogs2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Acq. Per User: Titles w/ Watch Dogs 2 Trial - Experiment ID 3127,AcquisitionsPerUU_TitleswWatchDogs2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2425,PropAcquisitionsPerUU_TitleswWatchDogs2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,∝ Prop Users with Acq.: Titles w/ Watch Dogs 2 Trial - Experiment ID 3127,PropAcquisitionsPerUU_TitleswWatchDogs2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2426,PaidAcquisitionsPerUU_TitleswWatchDogs2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Paid Acq. Per User: Titles w/ Watch Dogs 2 Trial - Experiment ID 3127,PaidAcquisitionsPerUU_TitleswWatchDogs2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2427,PropPaidAcquisitionsPerUU_TitleswWatchDogs2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Paid Acq.: Titles w/ Watch Dogs 2 Trial - Experiment ID 3127,PropPaidAcquisitionsPerUU_TitleswWatchDogs2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2428,FreeAcquisitionsPerUU_TitleswWatchDogs2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Free Acq. Per User: Titles w/ Watch Dogs 2 Trial - Experiment ID 3127,FreeAcquisitionsPerUU_TitleswWatchDogs2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2429,PropFreeAcquisitionsPerUU_TitleswWatchDogs2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Free Acq.: Titles w/ Watch Dogs 2 Trial - Experiment ID 3127,PropFreeAcquisitionsPerUU_TitleswWatchDogs2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2430,TrialAcquisitionsPerUU_TitleswWatchDogs2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Trial Acq. Per User: Titles w/ Watch Dogs 2 Trial - Experiment ID 3127,TrialAcquisitionsPerUU_TitleswWatchDogs2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2431,PropTrialAcquisitionsPerUU_TitleswWatchDogs2Trial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Trial Acq.: Titles w/ Watch Dogs 2 Trial - Experiment ID 3127,PropTrialAcquisitionsPerUU_TitleswWatchDogs2Trial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2432,RevenuePerUU_TitleswWreckfestTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Revenue Per User: Titles w/ Wreckfest Trial - Experiment ID 3127,RevenuePerUU_TitleswWreckfestTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2433,AcquisitionsPerUU_TitleswWreckfestTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Acq. Per User: Titles w/ Wreckfest Trial - Experiment ID 3127,AcquisitionsPerUU_TitleswWreckfestTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2434,PropAcquisitionsPerUU_TitleswWreckfestTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,∝ Prop Users with Acq.: Titles w/ Wreckfest Trial - Experiment ID 3127,PropAcquisitionsPerUU_TitleswWreckfestTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2435,PaidAcquisitionsPerUU_TitleswWreckfestTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Paid Acq. Per User: Titles w/ Wreckfest Trial - Experiment ID 3127,PaidAcquisitionsPerUU_TitleswWreckfestTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2436,PropPaidAcquisitionsPerUU_TitleswWreckfestTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Paid Acq.: Titles w/ Wreckfest Trial - Experiment ID 3127,PropPaidAcquisitionsPerUU_TitleswWreckfestTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2437,FreeAcquisitionsPerUU_TitleswWreckfestTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Free Acq. Per User: Titles w/ Wreckfest Trial - Experiment ID 3127,FreeAcquisitionsPerUU_TitleswWreckfestTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2438,PropFreeAcquisitionsPerUU_TitleswWreckfestTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Free Acq.: Titles w/ Wreckfest Trial - Experiment ID 3127,PropFreeAcquisitionsPerUU_TitleswWreckfestTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2439,TrialAcquisitionsPerUU_TitleswWreckfestTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ Trial Acq. Per User: Titles w/ Wreckfest Trial - Experiment ID 3127,TrialAcquisitionsPerUU_TitleswWreckfestTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2440,PropTrialAcquisitionsPerUU_TitleswWreckfestTrial,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,▻ ∝ Prop Users with Trial Acq.: Titles w/ Wreckfest Trial - Experiment ID 3127,PropTrialAcquisitionsPerUU_TitleswWreckfestTrial,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2441,RevenuePerUU_TitleswMiddleEarthShadowOfWarDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Revenue Per User: Titles w/ Middle Earth Shadow Of War Demo - Experiment ID 3127,RevenuePerUU_TitleswMiddleEarthShadowOfWarDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2442,AcquisitionsPerUU_TitleswMiddleEarthShadowOfWarDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,Acq. Per User: Titles w/ Middle Earth Shadow Of War Demo - Experiment ID 3127,AcquisitionsPerUU_TitleswMiddleEarthShadowOfWarDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
2443,PropAcquisitionsPerUU_TitleswMiddleEarthShadowOfWarDemo,GMX 3127 _ Simplified Trial and Demo Experience _ Expose Related Trial and Demo SKUs,Title Performance,∝ Prop Users with Acq.: Titles w/ Middle Earth Shadow Of War Demo - Experiment ID 3127,PropAcquisitionsPerUU_TitleswMiddleEarthShadowOfWarDemo,134369,0,0,134920,0,0,0,NaN,0,null,0,Observable but not Detected,1
